Name,Rank,Primary School,Secondary School,Health,Balance Block,Death Block,Fire Block,Ice Block,Life Block,Myth Block,Shadow Block,Storm Block
Enfluenzer,4,Balance,,800,198,198,198,198,198,198,198,198
Enormishtoad,17,Myth,,9760,147,147,147,147,147,147,147,147
Enraged Kraken,6,Storm,,760,0,0,0,0,0,0,0,0
Enraged Lava Spawn,15,Fire,,3760,97,97,97,97,97,97,97,97
Enraged Minotaur,1,Myth,,700,0,0,0,0,0,0,0,0
Enraged Wildclaw,5,Storm,,1400,0,0,0,0,0,0,0,0
Ensorcelled Slave,2,Ice,,285,0,0,0,0,0,0,0,0
Enthralled Body Monk,4,Storm,,845,0,0,0,0,0,0,0,0
Enthralled Body Monk,3,Storm,,685,0,0,0,0,0,0,0,0
Enthralled Mind Monk,4,Fire,,915,0,0,0,0,0,0,0,0
Enthralled Mind Monk,3,Fire,,755,0,0,0,0,0,0,0,0
Enthralled Spirit Monk,4,Ice,,990,0,0,0,0,0,0,0,0
Enthralled Spirit Monk,3,Ice,,830,0,0,0,0,0,0,0,0
Equine Assassin,1,Balance,,210,0,0,0,0,0,0,0,0
Erling the Unready,9,Balance,,2815,0,0,0,0,0,0,0,0
Erling the Unready,10,Balance,,4225,18,18,18,18,18,18,18,18
Erratic Servator,7,Storm,,810,0,0,0,0,0,0,0,0
Ervin the Barbarian,12,Death,,12905,38,38,38,38,38,38,38,38
Esme Rainbright,5,Storm,,1100,0,0,0,0,0,0,0,0
Estrakir Gloomthorn,8,Fire,,2880,0,0,0,0,0,0,0,0
Ethereal Servant,1,Death,,100,0,0,0,0,0,0,0,0
Ethru NumbSkull,13,Life,,3600,77,77,77,77,77,77,77,77
Eurgh the Grinder,12,Ice,,11160,57,57,57,57,57,57,57,57
Evandyr HalfEar,14,Myth,,2,0,0,0,0,0,0,0,0
Evandyr HalfEar,14,Myth,,18060,77,77,77,77,77,77,77,77
Evil Carrot,17,Sun,,4050,158,158,158,158,158,158,158,158
Evil Snowman,3,Ice,,310,0,0,0,0,0,0,0,0
Evil Snowman,2,Ice,,680,0,0,0,0,0,0,0,0
Evil Snowman,3,Ice,,740,0,0,0,0,0,0,0,0
Evil Snowman,5,Ice,,810,0,0,0,0,0,0,0,0
Evil Snowman,11,Ice,,3175,18,18,18,18,18,18,18,18
Evil Snowman,12,Ice,,3430,18,18,18,18,18,18,18,18
Evil Trickster,8,Life,,845,0,0,0,0,0,0,0,0
Examplar Electra,6,Storm,,2830,131,131,131,131,131,131,131,131
Excavatron,4,Myth,,1420,147,147,147,147,147,147,147,147
Exemplar Commander,17,Death,Storm,9180,198,198,198,198,198,198,198,198
Exploding Ember,8,Fire,,1055,0,0,0,0,0,0,0,0
Eyus Maximus,2,Myth,,350,0,0,0,0,0,0,0,0
Ezhua Bad Taste,13,Death,,18120,57,57,57,57,57,57,57,57
Faceted Spikespinner,8,Life,,890,0,0,0,0,0,0,0,0
Fairy,14,Balance,,4160,55,55,55,55,55,55,55,55
Fairy,7,Balance,,1400,27,27,27,27,27,27,27,27
Fairy,14,Death,,4160,55,55,55,55,55,55,55,55
Fairy,7,Death,,1400,27,27,27,27,27,27,27,27
Fairy,14,Fire,,4160,55,55,55,55,55,55,55,55
Fairy,7,Fire,,1400,27,27,27,27,27,27,27,27
Fairy,14,Ice,,4160,55,55,55,55,55,55,55,55
Fairy,7,Ice,,1400,27,27,27,27,27,27,27,27
Fairy,14,Life,,4160,55,55,55,55,55,55,55,55
Fairy,7,Life,,1400,27,27,27,27,27,27,27,27
Fairy,14,Myth,,4160,55,55,55,55,55,55,55,55
Fairy,7,Myth,,1400,55,55,55,55,55,55,55,55
Fairy,14,Storm,,4160,55,55,55,55,55,55,55,55
Fairy,7,Storm,,1400,27,27,27,27,27,27,27,27
Fairy Queen,1,Life,,235,0,0,0,0,0,0,0,0
Fairy Queen,7,Life,,4800,66,66,66,66,66,66,66,66
Fairy Queen,14,Life,,18000,200,200,200,200,200,200,200,200
Fallen Merc,6,Myth,,740,0,0,0,0,0,0,0,0
Fallen Merc,14,Myth,,325,0,0,0,0,0,0,0,0
False Echo of Apep,11,Myth,,1150,57,57,57,57,57,57,57,57
Fan-tom Stagehand,11,Balance,,3985,81,81,81,81,81,81,81,81
Fan-tom Stagehand,14,Balance,,7970,121,121,121,121,121,121,121,121
Fan-tom Stagehand,3,Balance,,756,0,0,0,0,0,0,0,0
Fan-tom Stagehand,5,Balance,,935,0,0,0,0,0,0,0,0
Fan-tom Stagehand,7,Balance,,1320,21,21,21,21,21,21,21,21
Fan-tom Stagehand,9,Balance,,2025,41,41,41,41,41,41,41,41
Fan-tom Stagehand,11,Life,,3490,121,121,121,121,121,121,121,121
Fan-tom Stagehand,14,Life,,6975,161,161,161,161,161,161,161,161
Fan-tom Stagehand,3,Life,,690,0,0,0,0,0,0,0,0
Fan-tom Stagehand,5,Life,,840,0,0,0,0,0,0,0,0
Fan-tom Stagehand,7,Life,,1255,33,33,33,33,33,33,33,33
Fan-tom Stagehand,9,Life,,1840,61,61,61,61,61,61,61,61
Fan-tom Stagehand,11,Myth,,3135,81,81,81,81,81,81,81,81
Fan-tom Stagehand,14,Myth,,6270,121,121,121,121,121,121,121,121
Fan-tom Stagehand,3,Myth,,470,0,0,0,0,0,0,0,0
Fan-tom Stagehand,5,Myth,,815,0,0,0,0,0,0,0,0
Fan-tom Stagehand,7,Myth,,975,21,21,21,21,21,21,21,21
Fan-tom Stagehand,9,Myth,,1665,41,41,41,41,41,41,41,41
Fangle,16,Balance,Life,3880,198,198,198,198,198,198,198,198
Fangs Assaulter,15,Ice,,2620,77,77,77,77,77,77,77,77
Fangs Guard,15,Myth,,3500,77,77,77,77,77,77,77,77
Fangs Palace Guard,15,Fire,,2300,77,77,77,77,77,77,77,77
Fangs Street Snake,15,Fire,,2300,77,77,77,77,77,77,77,77
Fangtooth Lavaspinner,8,Fire,,765,0,0,0,0,0,0,0,0
Farmhand Tullah,19,Life,,11650,237,237,237,237,237,237,237,237
Fat Tail Marauder,13,Myth,,15145,57,57,57,57,57,57,57,57
Fear of Being Surpassed,16,Ice,,3790,158,158,158,158,158,158,158,158
Fear of Gremlins,15,Life,,2930,119,119,119,119,119,119,119,119
Fear of the Future,16,Myth,,3530,127,127,127,127,127,127,127,127
Feckless Soul,3,Life,,310,0,0,0,0,0,0,0,0
Feletheus Barca,11,Myth,,7840,38,38,38,38,38,38,38,38
Felix Photomonger III,18,Fire,,40940,139,139,139,139,139,139,139,139
Fell Jack Gryffud,12,Death,,2950,18,18,18,18,18,18,18,18
Fell Snipe,5,Myth,,2330,147,147,147,147,147,147,147,147
Fellspawn,18,Moon,Fire,46000,139,139,139,139,139,139,139,139
Fellspawn,18,Shadow,Storm,46000,131,131,131,131,131,131,131,131
Fenris MoonCleaver,6,Balance,,2580,198,198,198,198,198,198,198,198
Feral Ant,16,Balance,Death,3460,119,119,119,119,119,119,119,119
Feral Briar,16,Shadow,Death,3490,119,119,119,119,119,119,119,119
Feral Felon,15,Myth,,2300,97,97,97,97,97,97,97,97
Feral Kalamar,16,Myth,Life,3260,107,107,107,107,107,107,107,107
Feral Kalamar,16,Fire,Life,3220,99,99,99,99,99,99,99,99
Feral Lavaling,8,Fire,,890,0,0,0,0,0,0,0,0
Feral Scarab,15,Storm,,3220,57,57,57,57,57,57,57,57
Feringhea,15,Ice,,11760,97,97,97,97,97,97,97,97
Ferocious Armor-dillo,5,Balance,,1180,198,198,198,198,198,198,198,198
Ferocious Wildclaw,4,Life,,495,0,0,0,0,0,0,0,0
Feva Earlicker,11,Ice,,8760,38,38,38,38,38,38,38,38
Field Guard,2,Storm,,395,0,0,0,0,0,0,0,0
Field Specialist Frost,14,Death,,3300,38,38,38,38,38,38,38,38
Fierce Quetzal,12,Myth,,2210,18,18,18,18,18,18,18,18
Fiery Echo of Apep,11,Fire,,1150,57,57,57,57,57,57,57,57
Fifth Column Prisoner,14,Life,,2730,18,18,18,18,18,18,18,18
Filcher,5,Ice,,675,0,0,0,0,0,0,0,0
Fintooth Marauder,10,Death,,2170,18,18,18,18,18,18,18,18
Fintooth Warlock,10,Death,,2050,18,18,18,18,18,18,18,18
Fire Aspect,17,Fire,,3915,119,119,119,119,119,119,119,119
Fire Avenger,8,Fire,,765,0,0,0,0,0,0,0,0
Fire Crow,3,Fire,,395,0,0,0,0,0,0,0,0
Fire Cybermander,15,Fire,,8660,53,53,53,53,53,53,53,53
Fire Cybermander,17,Fire,,11825,139,139,139,139,139,139,139,139
Fire Cybermander,8,Fire,,1915,0,0,0,0,0,0,0,0
Fire Cybermander,10,Fire,,2595,0,0,0,0,0,0,0,0
Fire Cybermander,12,Fire,,5570,24,24,24,24,24,24,24,24
Fire Demon,4,Fire,,750,0,0,0,0,0,0,0,0
Fire Djinn,4,Fire,,810,139,139,139,139,139,139,139,139
Fire Djinn,18,Fire,,11125,139,139,139,139,139,139,139,139
Fire Dwarf Soldier,15,Fire,,2320,77,77,77,77,77,77,77,77
Fire Elemental,1,Fire,,400,0,0,0,0,0,0,0,0
Fire Elemental,17,Fire,,2670,74,74,74,74,74,74,74,74
Fire Elemental,14,Fire,,2675,18,18,18,18,18,18,18,18
Fire Elemental,50,Fire,,2500,0,0,0,0,0,0,0,0
Fire Elf,2,Fire,,525,0,0,0,0,0,0,0,0
Fire Elf,3,Fire,,750,0,0,0,0,0,0,0,0
Fire Elf,5,Fire,,765,0,0,0,0,0,0,0,0
Fire Elf,11,Fire,,2125,18,18,18,18,18,18,18,18
Fire Elf,12,Fire,,2750,18,18,18,18,18,18,18,18
Fire Elf,14,Fire,,2550,18,18,18,18,18,18,18,18
Fire Elf Hunter,2,Fire,,150,0,0,0,0,0,0,0,0
Fire Elf Pathfinder,2,Fire,,285,0,0,0,0,0,0,0,0
Fire Fighter,2,Fire,,370,80,80,80,80,80,80,80,80
Fire Hornet,1,Fire,,195,0,0,0,0,0,0,0,0
Fire Hornet,3,Fire,,475,0,0,0,0,0,0,0,0
Fire Lion Ravager,10,Fire,,1225,0,0,0,0,0,0,0,0
Fire Lioness,14,Death,,325,0,0,0,0,0,0,0,0
Fire Lioness,10,Death,,1685,0,0,0,0,0,0,0,0
Fire Scavenger,7,Fire,,810,0,0,0,0,0,0,0,0
Fire Servant,1,Fire,,450,0,0,0,0,0,0,0,0
Fire Shrieker,7,Fire,,810,0,0,0,0,0,0,0,0
Fire Tentacular Horror,17,Fire,,6190,99,99,99,99,99,99,99,99
Fire Wraith,3,Fire,,450,0,0,0,0,0,0,0,0
Fire-Spitter Spawn,11,Fire,,2590,0,0,0,0,0,0,0,0
Firebird,1,Fire,,300,0,0,0,0,0,0,0,0
Firefang Hisser,5,Fire,,1780,139,139,139,139,139,139,139,139
Firefly,15,Fire,,2415,77,77,77,77,77,77,77,77
Firegut,5,Fire,,1040,0,0,0,0,0,0,0,0
Fireqhat,4,Fire,,1090,139,139,139,139,139,139,139,139
Firerock Stomper,8,Fire,,845,0,0,0,0,0,0,0,0
Fireshock Trooper,7,Fire,,685,0,0,0,0,0,0,0,0
Firevein,7,Fire,,2560,0,0,0,0,0,0,0,0
Fireweave Rockbiter,8,Fire,,845,0,0,0,0,0,0,0,0
First Guardian,15,Myth,,2300,97,97,97,97,97,97,97,97
First Guardian,15,Death,,3700,87,87,87,87,87,87,87,87
First Mate Cranetail,15,Life,,12130,57,57,57,57,57,57,57,57
First Scythe,12,Death,,2815,18,18,18,18,18,18,18,18
Flaccitheus Hauker,12,Death,,10600,57,57,57,57,57,57,57,57
Flame Fury,15,Fire,,2270,77,77,77,77,77,77,77,77
Flame Fury,14,Fire,,2200,155,155,155,155,155,155,155,155
Flame Guardian,3,Balance,,310,0,0,0,0,0,0,0,0
Flame Legs,12,Fire,,2840,18,18,18,18,18,18,18,18
Flame Servant,3,Fire,,310,0,0,0,0,0,0,0,0
Flamebringer,7,Fire,,2560,0,0,0,0,0,0,0,0
Flamefists,1,Fire,,525,0,0,0,0,0,0,0,0
Flamefists,2,Fire,,525,0,0,0,0,0,0,0,0
Flamefists,3,Fire,,525,0,0,0,0,0,0,0,0
Flamefists,4,Fire,,525,0,0,0,0,0,0,0,0
Flamefists,5,Fire,,525,0,0,0,0,0,0,0,0
Flamerune Colossus,5,Fire,,1320,139,139,139,139,139,139,139,139
Flametusk Warrior,2,Fire,,330,80,80,80,80,80,80,80,80
Fleshless Sentry,7,Death,,810,0,0,0,0,0,0,0,0
Fleshrender,5,Storm,,1760,0,0,0,0,0,0,0,0
Fleshrot Retriever,8,Death,,765,0,0,0,0,0,0,0,0
Flevur Flave,12,Death,,10600,57,57,57,57,57,57,57,57
Flipps McNulty,1,Balance,,240,0,0,0,0,0,0,0,0
Flood Fury,15,Life,,2600,86,86,86,86,86,86,86,86
Flood Fury,14,Life,,2330,116,116,116,116,116,116,116,116
Flox,15,Death,,2155,87,87,87,87,87,87,87,87
Flunki,15,Fire,,2240,77,77,77,77,77,77,77,77
Fomori Giant,11,Myth,,1825,0,0,0,0,0,0,0,0
Font of Life,7,Life,,1170,0,0,0,0,0,0,0,0
Font of Strength,7,Storm,,1170,0,0,0,0,0,0,0,0
Font of Weakness,7,Ice,,1275,0,0,0,0,0,0,0,0
Food Handler,13,Myth,,3650,18,18,18,18,18,18,18,18
Foot Patrol,15,Myth,,3500,77,77,77,77,77,77,77,77
Forest Grump,3,Fire,,1920,0,0,0,0,0,0,0,0
Forest Grump,5,Fire,,2880,0,0,0,0,0,0,0,0
Forest Grump,11,Fire,,3840,38,38,38,38,38,38,38,38
Forest Grump,12,Fire,,4800,57,57,57,57,57,57,57,57
Forest Grump,2,Fire,,960,0,0,0,0,0,0,0,0
Forest Nymph,3,Storm,,800,0,0,0,0,0,0,0,0
Forest Nymph,5,Storm,,1200,0,0,0,0,0,0,0,0
Forest Nymph,11,Storm,,1600,38,38,38,38,38,38,38,38
Forest Nymph,12,Storm,,2000,57,57,57,57,57,57,57,57
Forest Nymph,2,Storm,,500,0,0,0,0,0,0,0,0
Forest Pest,7,Life,,1010,0,0,0,0,0,0,0,0
Forest Pest,3,Life,,395,0,0,0,0,0,0,0,0
Forest Sprite,1,Life,,350,0,0,0,0,0,0,0,0
Forgotten Clansman,4,Myth,,620,0,0,0,0,0,0,0,0
Forgotten Conscript,14,Ice,,3680,97,97,97,97,97,97,97,97
Forgotten Djeserit Soul,3,Death,,395,0,0,0,0,0,0,0,0
Forgotten Lavalord,8,Fire,,890,0,0,0,0,0,0,0,0
Fort Rachias Hundred Legger,13,Myth,,4560,18,18,18,18,18,18,18,18
Fort Rachias Shadow Weaver,13,Ice,,2905,18,18,18,18,18,18,18,18
Fort Rachias Shaodw Weaver Boss,13,Death,,21910,38,38,38,38,38,38,38,38
Fortee Thief,15,Death,,2250,87,87,87,87,87,87,87,87
Fothar of the Hill People,5,Myth,,2110,147,147,147,147,147,147,147,147
Foul Reaper,8,Death,,890,0,0,0,0,0,0,0,0
Foul Skirker,12,Myth,,2700,18,18,18,18,18,18,18,18
Foul Sorcerer,13,Life,,3745,18,18,18,18,18,18,18,18
Foulgaze,3,Death,,550,0,0,0,0,0,0,0,0
Fractal Treeminder,16,Life,,4050,158,158,158,158,158,158,158,158
Freddo the Ice Fish,7,Ice,,1900,0,0,0,0,0,0,0,0
Freddo the Ice Fish,7,Ice,,1520,0,0,0,0,0,0,0,0
Freddy Nine Lives,4,Death,,800,0,0,0,0,0,0,0,0
Freddy Nine Lives-Broke,4,Storm,,800,0,0,0,0,0,0,0,0
Freezy Cat,15,Ice,,11760,97,97,97,97,97,97,97,97
Fried Crab,2,Fire,,600,0,0,0,0,0,0,0,0
Frigid Snow Fury,15,Ice,,3055,97,97,97,97,97,97,97,97
Frithir,4,Death,,680,0,0,0,0,0,0,0,0
Frog Prince,17,Sun,,9920,237,237,237,237,237,237,237,237
Frost Bones,9,Ice,,1370,0,0,0,0,0,0,0,0
Frost Colossus,3,Ice,,510,0,0,0,0,0,0,0,0
Frost Djinn,6,Ice,,2790,237,237,237,237,237,237,237,237
Frost Fin,15,Ice,,3695,38,38,38,38,38,38,38,38
Frost Goblin,9,Ice,,1480,0,0,0,0,0,0,0,0
Frost Phantom,6,Ice,,800,0,0,0,0,0,0,0,0
Frost Spawn,15,Storm,,3935,77,77,77,77,77,77,77,77
Frost Troll,10,Ice,,1795,0,0,0,0,0,0,0,0
Frostbite Colossus,1,Ice,,270,0,0,0,0,0,0,0,0
Frostbite Colossus,3,Ice,,475,0,0,0,0,0,0,0,0
Frostbiter,16,Ice,,15200,127,127,127,127,127,127,127,127
Frostbranch,9,Ice,,4435,0,0,0,0,0,0,0,0
Frostcrag,1,Ice,Storm,600,0,0,0,0,0,0,0,0
Frostcrag,8,Ice,Storm,600,0,0,0,0,0,0,0,0
Frostcrag,8,Ice,Storm,600,0,0,0,0,0,0,0,0
Frostcrag,8,Ice,Storm,600,0,0,0,0,0,0,0,0
Frostcrag,8,Ice,Storm,600,0,0,0,0,0,0,0,0
Frostfell Raider,4,Ice,,860,198,198,198,198,198,198,198,198
Frostheart Raider,10,Fire,,985,0,0,0,0,0,0,0,0
Frostmantle,7,Ice,,5360,0,0,0,0,0,0,0,0
Frostwood Goblin,5,Ice,,1900,237,237,237,237,237,237,237,237
Frosty Echo of Apep,11,Ice,,1150,57,57,57,57,57,57,57,57
Frosty Trawler,2,Ice,,425,0,0,0,0,0,0,0,0
Frosty Walker,3,Ice,,895,0,0,0,0,0,0,0,0
Frozen Mist Bandit,14,Ice,,4655,18,18,18,18,18,18,18,18
Frozen Peas,5,Ice,,2090,237,237,237,237,237,237,237,237
Frozen Pharaoh,5,Ice,,1560,237,237,237,237,237,237,237,237
Frozen Woolly,15,Ice,,3810,38,38,38,38,38,38,38,38
Fuego Spirit,13,Fire,,13600,50,50,50,50,50,50,50,50
Furio,8,Myth,,2100,0,0,0,0,0,0,0,0
Furious Howler,8,Death,,845,0,0,0,0,0,0,0,0
Fury,15,Death,,9295,87,87,87,87,87,87,87,87
Fushiko,6,Death,,1580,0,0,0,0,0,0,0,0
Futou Zhu,6,Fire,,1040,0,0,0,0,0,0,0,0
Gahlwok,9,Fire,,3000,0,0,0,0,0,0,0,0
Gaikotsu Skeleton,2,Ice,,620,0,0,0,0,0,0,0,0
Gaikotsu Skeleton,3,Ice,,675,0,0,0,0,0,0,0,0
Gaikotsu Skeleton,5,Ice,,730,0,0,0,0,0,0,0,0
Gaikotsu Skeleton,11,Ice,,2890,0,0,0,0,0,0,0,0
Gaikotsu Skeleton,12,Ice,,2890,18,18,18,18,18,18,18,18
Galek WorldRazer,13,Life,,19745,57,57,57,57,57,57,57,57
Galen the Traitor,18,Myth,,41400,147,147,147,147,147,147,147,147
Gallery Minion 3 Lion,14,Death,,2620,18,18,18,18,18,18,18,18
Gallium Footman,7,Storm,,810,0,0,0,0,0,0,0,0
Gallium Juggernaut,8,Life,,765,0,0,0,0,0,0,0,0
Gallium Paladin,8,Ice,,3600,0,0,0,0,0,0,0,0
Gallium Shardtrooper,8,Ice,,765,0,0,0,0,0,0,0,0
Gamma Globulin,15,Storm,,3910,77,77,77,77,77,77,77,77
Gannon,16,Ice,,4160,117,117,117,117,117,117,117,117
Gas Elemental,4,Fire,,1130,0,0,0,0,0,0,0,0
Gath Duskwraith,5,Fire,,1200,0,0,0,0,0,0,0,0
Gather_Wisp,1,,,500,0,0,0,0,0,0,0,0
Gear Spinner,5,Myth,,675,0,0,0,0,0,0,0,0
Gearhead,4,Storm,,525,0,0,0,0,0,0,0,0
Gearhead,5,Storm,,800,0,0,0,0,0,0,0,0
Geddes,11,Storm,,2400,18,18,18,18,18,18,18,18
Geirrod,6,Ice,,4100,237,237,237,237,237,237,237,237
Gemma BlackHeather,2,Death,,560,0,0,0,0,0,0,0,0
Gemma BlackHeather,3,Death,,795,0,0,0,0,0,0,0,0
Gemma BlackHeather,5,Death,,780,0,0,0,0,0,0,0,0
Gemma BlackHeather,11,Death,,2530,18,18,18,18,18,18,18,18
Gemma BlackHeather,12,Death,,3045,18,18,18,18,18,18,18,18
General Akilles,2,Myth,,470,0,0,0,0,0,0,0,0
General Ellectryk,16,Storm,,8000,97,97,97,97,97,97,97,97
General Firetusk,8,Fire,,3200,0,0,0,0,0,0,0,0
General Greyflame,17,Fire,,7480,119,119,119,119,119,119,119,119
General Greystone,7,Myth,,2800,0,0,0,0,0,0,0,0
General Naja,15,Death,,11760,87,87,87,87,87,87,87,87
General Shapur,15,Ice,,5545,97,97,97,97,97,97,97,97
General Stormclaw,9,Myth,,2400,0,0,0,0,0,0,0,0
Genghis Prawn,5,Life,,1460,237,237,237,237,237,237,237,237
Gerhart,18,Balance,,4270,153,153,153,153,153,153,153,153
Gevan WishBleeder,13,Ice,,16480,57,57,57,57,57,57,57,57
Ghadir Dreamdrinker,11,Ice,,5910,38,38,38,38,38,38,38,38
Ghalak Poisonthorn,13,Life,,19840,57,57,57,57,57,57,57,57
Ghastly Slave,6,Death,,695,0,0,0,0,0,0,0,0
Ghastly Spectre,5,Death,,800,0,0,0,0,0,0,0,0
Gherruld,11,Life,,8130,38,38,38,38,38,38,38,38
Ghost Dog,12,Death,,12560,50,50,50,50,50,50,50,50
Ghost Dog,13,Death,,21760,50,50,50,50,50,50,50,50
Ghost Dog,14,Death,,20825,77,77,77,77,77,77,77,77
Ghost Dog,14,Death,,4,0,0,0,0,0,0,0,0
Ghost Dog,18,Shadow,Death,48000,97,97,97,97,97,97,97,97
Ghost Knight,12,Ice,,2610,18,18,18,18,18,18,18,18
Ghost Pig,1,Death,Sun,450,0,0,0,0,0,0,0,0
Ghost Pig,8,Death,Sun,450,0,0,0,0,0,0,0,0
Ghost Pig,8,Death,Sun,450,0,0,0,0,0,0,0,0
Ghost Pig,8,Death,Sun,450,0,0,0,0,0,0,0,0
Ghost Pig,8,Death,Sun,450,0,0,0,0,0,0,0,0
Ghost of Sylvia Drake,8,Life,,50,0,0,0,0,0,0,0,0
Ghost of Sylvia Drake,8,Life,,2400,0,0,0,0,0,0,0,0
Ghoulish Retainer,3,Death,,400,0,0,0,0,0,0,0,0
Ghulture,14,Death,,1960,97,97,97,97,97,97,97,97
Ghulture,14,Myth,,2000,97,97,97,97,97,97,97,97
Ghulture,14,Death,,1680,97,97,97,97,97,97,97,97
Ghulture,14,Myth,,1680,97,97,97,97,97,97,97,97
Giant Ant,16,Fire,,2610,99,99,99,99,99,99,99,99
Giant Ant,16,Storm,,2345,92,92,92,92,92,92,92,92
Giant Homunculus,8,Storm,,2880,0,0,0,0,0,0,0,0
Giant Spider,14,Fire,,2,0,0,0,0,0,0,0,0
Giant Spider,14,Fire,,2720,18,18,18,18,18,18,18,18
Giant Spider,4,Life,,525,0,0,0,0,0,0,0,0
Gibson O'Leary,5,Fire,,800,0,0,0,0,0,0,0,0
Gibson O'Leary,11,Fire,,6145,38,38,38,38,38,38,38,38
Gibson O'Leary,14,Fire,,12040,38,38,38,38,38,38,38,38
Gilded Myth Buster,6,Myth,,4590,147,147,147,147,147,147,147,147
Giles,16,Balance,,3920,158,158,158,158,158,158,158,158
Ginther,12,Balance,,11000,57,57,57,57,57,57,57,57
Glacial Avenger,3,Ice,,395,0,0,0,0,0,0,0,0
Glacier Spriggan,2,Ice,,825,0,0,0,0,0,0,0,0
Glacier Walker,6,Ice,,785,0,0,0,0,0,0,0,0
Glacier Walker,8,Ice,,1115,0,0,0,0,0,0,0,0
Gladiator Dimachaerus,13,Balance,,24000,38,38,38,38,38,38,38,38
Glauco,10,Myth,,4665,18,18,18,18,18,18,18,18
Globulin,15,Death,,2335,87,87,87,87,87,87,87,87
Gloom Dancer,13,Ice,,3520,18,18,18,18,18,18,18,18
Gloom Fairy,5,Life,,675,0,0,0,0,0,0,0,0
Gloom Horn,4,Death,,870,198,198,198,198,198,198,198,198
Glow Ink Squidling,5,Storm,,584,25,25,25,25,25,25,25,25
Glow Ink Squidling,13,Storm,,2705,85,85,85,85,85,85,85,85
Glow Ink Squidling,7,Storm,,1100,35,35,35,35,35,35,35,35
Glow Ink Squidling,9,Storm,,1965,55,55,55,55,55,55,55,55
Glow Ink Squidling,11,Storm,,2370,70,70,70,70,70,70,70,70
Glowering Glow Squid,6,Storm,,2330,131,131,131,131,131,131,131,131
Gluttonous Blatta,12,Life,,15200,57,57,57,57,57,57,57,57
Gnar,10,Ice,,5810,18,18,18,18,18,18,18,18
Gnissa,4,Myth,,800,0,0,0,0,0,0,0,0
Gnome Enforcer,17,Myth,,3310,98,98,98,98,98,98,98,98
Gnome Enforcer,17,Fire,,3275,91,91,91,91,91,91,91,91
Go Go Goat Ranger,1,Life,,250,0,0,0,0,0,0,0,0
Gob Belcher,6,Myth,,3440,147,147,147,147,147,147,147,147
Gobbler,50,Ice,,5000,38,38,38,38,38,38,38,38
Gobbler Glutton,3,Ice,,395,0,0,0,0,0,0,0,0
Gobbler Gorger,2,Balance,,285,0,0,0,0,0,0,0,0
Gobbler Gourmand,17,Balance,,3900,121,121,121,121,121,121,121,121
Gobbler Guard,18,Ice,,5220,202,202,202,202,202,202,202,202
Gobbler Guard,18,Life,,4755,202,202,202,202,202,202,202,202
Gobbler Muncher,2,Ice,,285,0,0,0,0,0,0,0,0
Gobbler Scavenger,2,Life,,150,0,0,0,0,0,0,0,0
Gobbler Scouter,2,Balance,,235,0,0,0,0,0,0,0,0
Gobblorean Guard,15,Myth,,2300,77,77,77,77,77,77,77,77
Gobblorean Guard,15,Death,,2250,87,87,87,87,87,87,87,87
Gobblorean Guard,15,Balance,,2480,97,97,97,97,97,97,97,97
Gobblorean Guard,15,Storm,,2390,57,57,57,57,57,57,57,57
Gold Dragon,14,Sun,,3380,18,18,18,18,18,18,18,18
Gold Dragon,16,Sun,,4700,198,198,198,198,198,198,198,198
Gold Dragon,7,Fire,,760,0,0,0,0,0,0,0,0
Gold Dragon,9,Fire,,1010,0,0,0,0,0,0,0,0
Gold Dragon,11,Sun,,2170,9,9,9,9,9,9,9,9
Gold Frill Spike Horn,13,Myth,,2335,18,18,18,18,18,18,18,18
Golem-Clockwork-BG-DPS,4,Storm,,150,0,0,0,0,0,0,0,0
Golem-Steel-BG-Tank,2,Storm,,250,0,0,0,0,0,0,0,0
Goliath Black Bolt,12,Storm,,2760,18,18,18,18,18,18,18,18
Goliath Borer,5,Balance,,1580,198,198,198,198,198,198,198,198
Goliath Bra'kym'tra,10,Storm,,3400,18,18,18,18,18,18,18,18
Goliath Bruiser,11,Ice,,6335,38,38,38,38,38,38,38,38
Goliath Chon'darr'hna,11,Storm,,3510,18,18,18,18,18,18,18,18
Goliath Crusher,12,Ice,,2400,18,18,18,18,18,18,18,18
Goliath Devastator,12,Death,,2850,18,18,18,18,18,18,18,18
Goliath Lasher,12,Life,,3150,18,18,18,18,18,18,18,18
Goliath Mauler,12,Myth,,3120,18,18,18,18,18,18,18,18
Goliath Rampager,12,Fire,,2335,18,18,18,18,18,18,18,18
Goliath Slasher,12,Death,,10160,57,57,57,57,57,57,57,57
Goliath Stinger,12,Balance,,2690,18,18,18,18,18,18,18,18
Good Will Ambassador,19,Life,,11650,237,237,237,237,237,237,237,237
Goofang,15,Fire,Ice,7000,195,195,195,195,195,195,195,195
Goonhilde the Green,6,Life,,3180,237,237,237,237,237,237,237,237
Goonie,4,Life,,870,0,0,0,0,0,0,0,0
Goonie,5,Life,,1310,0,0,0,0,0,0,0,0
Goonie,11,Life,,1745,38,38,38,38,38,38,38,38
Goonie,12,Life,,2180,57,57,57,57,57,57,57,57
Goonie,3,Life,,545,0,0,0,0,0,0,0,0
Gorgon Statue,14,Storm,,9600,97,97,97,97,97,97,97,97
Gorilla Spectral Guardian,11,Fire,,3380,0,0,0,0,0,0,0,0
Gorilla Spider Witch,11,Myth,,2110,0,0,0,0,0,0,0,0
